Year,Value
2010,100.0
2010,75.0
2010,80.0
2010,73.0
2010,51.0
2010,50.0
2010,0.0
2010,54.0
2010,42.0
2010,92.0
2010,93.0
2010,50.0
2010,100.0
2011,100.0
2011,83.0
2011,90.0
2011,93.0
2011,52.0
2011,57.0
2011,25.0
2011,60.0
2011,77.0
2011,89.0
2011,75.0
2011,75.0
2011,100.0
2012,100.0
2012,83.0
2012,95.0
2012,88.0
2012,40.0
2012,57.0
2012,20.0
2012,66.0
2012,85.0
2012,89.0
2012,67.0
2012,69.0
2012,100.0
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2013,
2014,100.0
2014,90.0
2014,100.0
2014,88.0
2014,35.0
2014,57.0
2014,20.0
2014,96.0
2014,64.0
2014,100.0
2014,80.0
2014,77.0
2014,100.0
2015,100.0
2015,90.0
2015,100.0
2015,88.0
2015,35.0
2015,57.0
2015,20.0
2015,96.0
2015,69.0
2015,100.0
2015,80.0
2015,77.0
2015,100.0
2016,100.0
2016,100.0
2016,95.0
2016,94.0
2016,53.0
2016,57.0
2016,0.0
2016,96.0
2016,69.0
2016,100.0
2016,100.0
2016,92.0
2016,92.0
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2017,
2018,80.0
2018,70.0
2018,60.0
2018,80.0
2018,53.0
2018,80.0
2018,40.0
2018,53.0
2018,60.0
2018,60.0
2018,60.0
2018,40.0
2018,40.0
